author,title,type,start,end,kind,words
"Dickens, Charles",A Tale of Two Cities,sentence,1889,2045,NA,Except on the crown which was raggedly bald he had stiff black hair standing jaggedly all over it and growing down hill almost to his broad blunt nose
"Dickens, Charles",A Tale of Two Cities,sentence,2047,2261,NA,It was so like Smiths work so much more like the top of a strongly spiked wall than a head of hair that the best of players at leapfrog might have declined him as the most dangerous man in the world to go over
"Dickens, Charles",A Tale of Two Cities,sentence,2263,2613,NA,While he trotted back with the message he was to deliver to the night watchman in his box at the door of Tellsons Bank by Temple Bar who was to deliver it to greater authorities within the shadows of the night took such shapes to him as arose out of the message and took such shapes to the mare as arose out of  her  private topics of uneasiness
"Dickens, Charles",A Tale of Two Cities,sentence,2615,2684,NA,They seemed to be numerous for she shied at every shadow on the road
"Dickens, Charles",A Tale of Two Cities,sentence,2686,2813,NA,What time the mailcoach lumbered jolted rattled and bumped upon its tedious way with its three fellowinscrutables inside
"Dickens, Charles",A Tale of Two Cities,sentence,2815,2943,NA,To whom likewise the shadows of the night revealed themselves in the forms their dozing eyes and wandering thoughts suggested
"Dickens, Charles",A Tale of Two Cities,sentence,2945,2989,NA,Tellsons Bank had a run upon it in the mail
"Dickens, Charles",A Tale of Two Cities,sentence,2991,3422,NA,As the bank passengerwith an arm drawn through the leathern strap which did what lay in it to keep him from pounding against the next passenger and driving him into his corner whenever the coach got a special joltnodded in his place with halfshut eyes the little coachwindows and the coachlamp dimly gleaming through them and the bulky bundle of opposite passenger became the bank and did a great stroke of business
"Dickens, Charles",A Tale of Two Cities,sentence,3424,3611,NA,The rattle of the harness was the chink of money and more drafts were honoured in five minutes than even Tellsons with all its foreign and home connection ever paid in thrice the time
"Dickens, Charles",A Tale of Two Cities,sentence,3613,3971,NA,Then the strongrooms underground at Tellsons with such of their valuable stores and secrets as were known to the passenger and it was not a little that he knew about them opened before him and he went in among them with the great keys and the feeblyburning candle and found them safe and strong and sound and still just as he had last seen them
"Dickens, Charles",A Tale of Two Cities,sentence,3973,4214,NA,But though the bank was almost always with him and though the coach in a confused way like the presence of pain under an opiate was always with him there was another current of impression that never ceased to run all through the night
"Dickens, Charles",A Tale of Two Cities,sentence,4216,4264,NA,He was on his way to dig some one out of a grave
"Dickens, Charles",A Tale of Two Cities,sentence,4266,4600,NA,Now which of the multitude of faces that showed themselves before him was the true face of the buried person the shadows of the night did not indicate but they were all the faces of a man of fiveandforty by years and they differed principally in the passions they expressed and in the ghastliness of their worn and wasted state
"Dickens, Charles",A Tale of Two Cities,sentence,4602,4771,NA,Pride contempt defiance stubbornness submission lamentation succeeded one another so did varieties of sunken cheek cadaverous colour emaciated hands and figures
"Dickens, Charles",A Tale of Two Cities,sentence,4773,4848,NA,But the face was in the main one face and every head was prematurely white
"Dickens, Charles",A Tale of Two Cities,sentence,4850,4930,NA,A hundred times the dozing passenger inquired of this spectre Buried how long
"Dickens, Charles",A Tale of Two Cities,sentence,4932,4987,NA,The answer was always the same Almost eighteen years
"Dickens, Charles",A Tale of Two Cities,sentence,4989,5046,NA,You had abandoned all hope of being dug out Long ago
"Dickens, Charles",A Tale of Two Cities,sentence,5048,5149,NA,You know that you are recalled to life They tell me so I hope you care to live I cant say
"Dickens, Charles",A Tale of Two Cities,sentence,5151,5175,NA,Shall I show her to you
"Dickens, Charles",A Tale of Two Cities,sentence,5177,5264,NA,Will you come and see her The answers to this question were various and contradictory
"Dickens, Charles",A Tale of Two Cities,sentence,5266,5303,NA,Sometimes the broken reply was Wait
"Dickens, Charles",A Tale of Two Cities,sentence,5305,5344,NA,It would kill me if I saw her too soon
"Dickens, Charles",A Tale of Two Cities,sentence,5347,5508,NA,Sometimes it was given in a tender rain of tears and then it was Take me to her Sometimes it was staring and bewildered and then it was I dont know her
"Dickens, Charles",A Tale of Two Cities,sentence,5510,5529,NA,I dont understand
"Dickens, Charles",A Tale of Two Cities,sentence,5531,5708,NA,After such imaginary discourse the passenger in his fancy would dig and dig dignow with a spade now with a great key now with his handsto dig this wretched creature out
"Dickens, Charles",A Tale of Two Cities,sentence,5710,5805,NA,Got out at last with earth hanging about his face and hair he would suddenly fan away to dust
"Dickens, Charles",A Tale of Two Cities,sentence,5807,5920,NA,The passenger would then start to himself and lower the window to get the reality of mist and rain on his cheek
"Dickens, Charles",A Tale of Two Cities,sentence,5922,6164,NA,Yet even when his eyes were opened on the mist and rain on the moving patch of light from the lamps and the hedge at the roadside retreating by jerks the night shadows outside the coach would fall into the train of the night shadows within
"Dickens, Charles",A Tale of Two Cities,sentence,6166,6344,NA,The real Bankinghouse by Temple Bar the real business of the past day the real strong rooms the real express sent after him and the real message returned would all be there
"Dickens, Charles",A Tale of Two Cities,sentence,6346,6429,NA,Out of the midst of them the ghostly face would rise and he would accost it again
"Dickens, Charles",A Tale of Two Cities,sentence,6431,6473,NA,Buried how long Almost eighteen years
"Dickens, Charles",A Tale of Two Cities,sentence,6475,6515,NA,I hope you care to live I cant say
"Dickens, Charles",A Tale of Two Cities,sentence,6517,6818,NA,Digdigdiguntil an impatient movement from one of the two passengers would admonish him to pull up the window draw his arm securely through the leathern strap and speculate upon the two slumbering forms until his mind lost its hold of them and they again slid away into the bank and the grave
"Dickens, Charles",A Tale of Two Cities,sentence,6820,6862,NA,Buried how long Almost eighteen years
"Dickens, Charles",A Tale of Two Cities,sentence,6864,6921,NA,You had abandoned all hope of being dug out Long ago
"Dickens, Charles",A Tale of Two Cities,sentence,6923,7160,NA,The words were still in his hearing as just spokendistinctly in his hearing as ever spoken words had been in his lifewhen the weary passenger started to the consciousness of daylight and found that the shadows of the night were gone
"Dickens, Charles",A Tale of Two Cities,sentence,7162,7217,NA,He lowered the window and looked out at the rising sun
"Dickens, Charles",A Tale of Two Cities,sentence,7219,7454,NA,There was a ridge of ploughed land with a plough upon it where it had been left last night when the horses were unyoked beyond a quiet coppicewood in which many leaves of burning red and golden yellow still remained upon the trees
"Dickens, Charles",A Tale of Two Cities,sentence,7456,7556,NA,Though the earth was cold and wet the sky was clear and the sun rose bright placid and beautiful
"Dickens, Charles",A Tale of Two Cities,sentence,7558,7614,NA,Eighteen years said the passenger looking at the sun
"Dickens, Charles",A Tale of Two Cities,sentence,7616,7640,NA,Gracious Creator of day
"Dickens, Charles",A Tale of Two Cities,sentence,7642,7680,NA,To be buried alive for eighteen years
"Dickens, Charles",A Tale of Two Cities,sentence,7682,7692,NA,CHAPTER IV
"Dickens, Charles",A Tale of Two Cities,sentence,7694,7863,NA,The Preparation When the mail got successfully to Dover in the course of the forenoon the head drawer at the Royal George Hotel opened the coachdoor as his custom was
"Dickens, Charles",A Tale of Two Cities,sentence,7865,8012,NA,He did it with some flourish of ceremony for a mail journey from London in winter was an achievement to congratulate an adventurous traveller upon
"Dickens, Charles",A Tale of Two Cities,sentence,8014,8170,NA,By that time there was only one adventurous traveller left be congratulated for the two others had been set down at their respective roadside destinations
"Dickens, Charles",A Tale of Two Cities,sentence,8172,8314,NA,The mildewy inside of the coach with its damp and dirty straw its disagreeable smell and its obscurity was rather like a larger dogkennel
"Dickens, Charles",A Tale of Two Cities,sentence,8316,8482,NA,Mr Lorry the passenger shaking himself out of it in chains of straw a tangle of shaggy wrapper flapping hat and muddy legs was rather like a larger sort of dog
"Dickens, Charles",A Tale of Two Cities,sentence,8484,8602,NA,There will be a packet to Calais tomorrow drawer Yes sir if the weather holds and the wind sets tolerable fair
"Dickens, Charles",A Tale of Two Cities,sentence,8604,8672,NA,The tide will serve pretty nicely at about two in the afternoon sir
"Dickens, Charles",A Tale of Two Cities,sentence,8674,8755,NA,Bed sir I shall not go to bed till night but I want a bedroom and a barber
"Dickens, Charles",A Tale of Two Cities,sentence,8757,8781,NA,And then breakfast sir
"Dickens, Charles",A Tale of Two Cities,sentence,8783,8791,NA,Yes sir
"Dickens, Charles",A Tale of Two Cities,sentence,8793,8821,NA,That way sir if you please
"Dickens, Charles",A Tale of Two Cities,sentence,8823,8835,NA,Show Concord
"Dickens, Charles",A Tale of Two Cities,sentence,8837,8880,NA,Gentlemans valise and hot water to Concord
"Dickens, Charles",A Tale of Two Cities,sentence,8882,8919,NA,Pull off gentlemans boots in Concord
"Dickens, Charles",A Tale of Two Cities,sentence,8921,8962,NA,You will find a fine seacoal fire sir
"Dickens, Charles",A Tale of Two Cities,sentence,8964,8987,NA,Fetch barber to Concord
"Dickens, Charles",A Tale of Two Cities,sentence,8989,9024,NA,Stir about there now for Concord
"Dickens, Charles",A Tale of Two Cities,sentence,9026,9354,NA,The Concord bedchamber being always assigned to a passenger by the mail and passengers by the mail being always heavily wrapped up from head to foot the room had the odd interest for the establishment of the Royal George that although but one kind of man was seen to go into it all kinds and varieties of men came out of it
