author,title,sentence,sentence_nr,words,kind
"Dickens, Charles",A Tale of Two Cities,The obscurity was so difficult to penetrate that Mr Lorry picking his way over the wellworn Turkey carpet supposed Miss Manette to be for the moment in some adjacent room until having got past the two tall candles he saw standing to receive him by the table between them and the fire a young lady of not more than seventeen in a ridingcloak and still holding her straw travellinghat by its ribbon in her hand,270,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,The likeness passed away like a breath along the surface of the gaunt pierglass behind her on the frame of which a hospital procession of negro cupids several headless and all cripples were offering black baskets of Dead Sea fruit to black divinities of the feminine genderand he made his formal bow to Miss Manette,272,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,I kiss your hand miss said Mr Lorry with the manners of an earlier date as he made his formal bow again and took his seat,275,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,I kiss your hand miss said Mr Lorry with the manners of an earlier date as he made his formal bow again and took his seat,275,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,respecting the small property of my poor father whom I never sawso long dead Mr Lorry moved in his chair and cast a troubled look towards the hospital procession of negro cupids,277,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,respecting the small property of my poor father whom I never sawso long dead Mr Lorry moved in his chair and cast a troubled look towards the hospital procession of negro cupids,277,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,rendered it necessary that I should go to Paris there to communicate with a gentleman of the Bank so good as to be despatched to Paris for the purpose,279,Paris,location
"Dickens, Charles",A Tale of Two Cities,I replied to the Bank sir that as it was considered necessary by those who know and who are so kind as to advise me that I should go to France and that as I am an orphan and have no friend who could go with me I should esteem it highly if I might be permitted to place myself during the journey under that worthy gentlemans protection,284,France,location
"Dickens, Charles",A Tale of Two Cities,The gentleman had left London but I think a messenger was sent after him to beg the favour of his waiting for me here,285,London,location
"Dickens, Charles",A Tale of Two Cities,I was happy said Mr Lorry to be entrusted with the charge,286,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,I was happy said Mr Lorry to be entrusted with the charge,286,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,Naturally said Mr Lorry,292,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,Naturally said Mr Lorry,292,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,Mr Lorry opened his hands and extended them outwards with an argumentative smile,297,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,Mr Lorry opened his hands and extended them outwards with an argumentative smile,297,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,He watched her as she mused and the moment she raised her eyes again went on In your adopted country I presume I cannot do better than address you as a young English lady Miss Manette If you please sir Miss Manette I am a man of business,300,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,I will with your leave relate to you miss the story of one of our customers,303,Tom,person
"Dickens, Charles",A Tale of Two Cities,He seemed wilfully to mistake the word she had repeated when he added in a hurry Yes customers in the banking business we usually call our connection our customers,305,Tom,person
"Dickens, Charles",A Tale of Two Cities,Like Monsieur Manette your father the gentleman was of Beauvais,309,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,Like Monsieur Manette your father the gentleman was of Beauvais,309,Monsieur,person
"Dickens, Charles",A Tale of Two Cities,Like Monsieur Manette your father the gentleman was of Beauvais,309,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,Like Monsieur Manette your father the gentleman was of repute in Paris,310,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,Like Monsieur Manette your father the gentleman was of repute in Paris,310,Monsieur,person
"Dickens, Charles",A Tale of Two Cities,Like Monsieur Manette your father the gentleman was of repute in Paris,310,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,Like Monsieur Manette your father the gentleman was of repute in Paris,310,Paris,location
"Dickens, Charles",A Tale of Two Cities,In a similar way I am or I have been trustee of one kind or other for scores of our customers,318,Tom,person
"Dickens, Charles",A Tale of Two Cities,I have passed from one to another in the course of my business life just as I pass from one of our customers to another in the course of my business day in short I have no feelings I am a mere machine,320,Tom,person
"Dickens, Charles",A Tale of Two Cities,To go on But this is my fathers story sir and I begin to thinkthe curiously roughened forehead was very intent upon himthat when I was left an orphan through my mothers surviving my father only two years it was you who brought me to England,321,England,location
"Dickens, Charles",A Tale of Two Cities,Mr Lorry took the hesitating little hand that confidingly advanced to take his and he put it with some ceremony to his lips,323,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,Mr Lorry took the hesitating little hand that confidingly advanced to take his and he put it with some ceremony to his lips,323,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,Miss Manette it  was  I,325,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,After this odd description of his daily routine of employment Mr Lorry flattened his flaxen wig upon his head with both hands which was most unnecessary for nothing could be flatter than its shining surface was before and resumed his former attitude,331,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,After this odd description of his daily routine of employment Mr Lorry flattened his flaxen wig upon his head with both hands which was most unnecessary for nothing could be flatter than its shining surface was before and resumed his former attitude,331,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,Pray said Mr Lorry in a soothing tone bringing his left hand from the back of the chair to lay it on the supplicatory fingers that clasped him in so violent a tremble pray control your agitationa matter of business,338,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,Pray said Mr Lorry in a soothing tone bringing his left hand from the back of the chair to lay it on the supplicatory fingers that clasped him in so violent a tremble pray control your agitationa matter of business,338,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,As I was saying Her look so discomposed him that he stopped wandered and began anew As I was saying if Monsieur Manette had not died if he had suddenly and silently disappeared if he had been spirited away if it had not been difficult to guess to what dreadful place though no art could trace him if he had an enemy in some compatriot who could exercise a privilege that I in my own time have known the boldest people afraid to speak of in a whisper across the water there for instance the privilege of filling up blank forms for the consignment of any one to the oblivion of a prison for any length of time if his wife had implored the king the queen the court the clergy for any tidings of him and all quite in vainthen the history of your father would have been the history of this unfortunate gentleman the Doctor of Beauvais,339,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,As I was saying Her look so discomposed him that he stopped wandered and began anew As I was saying if Monsieur Manette had not died if he had suddenly and silently disappeared if he had been spirited away if it had not been difficult to guess to what dreadful place though no art could trace him if he had an enemy in some compatriot who could exercise a privilege that I in my own time have known the boldest people afraid to speak of in a whisper across the water there for instance the privilege of filling up blank forms for the consignment of any one to the oblivion of a prison for any length of time if his wife had implored the king the queen the court the clergy for any tidings of him and all quite in vainthen the history of your father would have been the history of this unfortunate gentleman the Doctor of Beauvais,339,Monsieur,person
"Dickens, Charles",A Tale of Two Cities,As I was saying Her look so discomposed him that he stopped wandered and began anew As I was saying if Monsieur Manette had not died if he had suddenly and silently disappeared if he had been spirited away if it had not been difficult to guess to what dreadful place though no art could trace him if he had an enemy in some compatriot who could exercise a privilege that I in my own time have known the boldest people afraid to speak of in a whisper across the water there for instance the privilege of filling up blank forms for the consignment of any one to the oblivion of a prison for any length of time if his wife had implored the king the queen the court the clergy for any tidings of him and all quite in vainthen the history of your father would have been the history of this unfortunate gentleman the Doctor of Beauvais,339,Monsieur Manette,person
