author,title,sentence,sentence_nr,...1,words,kind
"Dickens, Charles",A Tale of Two Cities,As to this his natural and not to be alienated inheritance the messenger on horseback had exactly the same possessions as the King the first Minister of State or the richest merchant in London,147,109,King,person
"Dickens, Charles",A Tale of Two Cities,As to this his natural and not to be alienated inheritance the messenger on horseback had exactly the same possessions as the King the first Minister of State or the richest merchant in London,147,8,London,location
"Dickens, Charles",A Tale of Two Cities,No Jerry no said the messenger harping on one theme as he rode,153,17,Jerry,person
"Dickens, Charles",A Tale of Two Cities,It wouldnt do for you Jerry,154,17,Jerry,person
"Dickens, Charles",A Tale of Two Cities,Jerry you honest tradesman it wouldnt suit  your  line of business,155,17,Jerry,person
"Dickens, Charles",A Tale of Two Cities,Bust me if I dont think hed been a drinking,157,64,King,location
"Dickens, Charles",A Tale of Two Cities,Bust me if I dont think hed been a drinking,157,109,King,person
"Dickens, Charles",A Tale of Two Cities,It was so like Smiths work so much more like the top of a strongly spiked wall than a head of hair that the best of players at leapfrog might have declined him as the most dangerous man in the world to go over,160,21,Smith,person
"Dickens, Charles",A Tale of Two Cities,While he trotted back with the message he was to deliver to the night watchman in his box at the door of Tellsons Bank by Temple Bar who was to deliver it to greater authorities within the shadows of the night took such shapes to him as arose out of the message and took such shapes to the mare as arose out of  her  private topics of uneasiness,161,43,Bar,location
"Dickens, Charles",A Tale of Two Cities,While he trotted back with the message he was to deliver to the night watchman in his box at the door of Tellsons Bank by Temple Bar who was to deliver it to greater authorities within the shadows of the night took such shapes to him as arose out of the message and took such shapes to the mare as arose out of  her  private topics of uneasiness,161,19,Tellson,location
"Dickens, Charles",A Tale of Two Cities,While he trotted back with the message he was to deliver to the night watchman in his box at the door of Tellsons Bank by Temple Bar who was to deliver it to greater authorities within the shadows of the night took such shapes to him as arose out of the message and took such shapes to the mare as arose out of  her  private topics of uneasiness,161,42,Temple,location
"Dickens, Charles",A Tale of Two Cities,While he trotted back with the message he was to deliver to the night watchman in his box at the door of Tellsons Bank by Temple Bar who was to deliver it to greater authorities within the shadows of the night took such shapes to him as arose out of the message and took such shapes to the mare as arose out of  her  private topics of uneasiness,161,20,Temple Bar,location
"Dickens, Charles",A Tale of Two Cities,Tellsons Bank had a run upon it in the mail,165,19,Tellson,location
"Dickens, Charles",A Tale of Two Cities,The rattle of the harness was the chink of money and more drafts were honoured in five minutes than even Tellsons with all its foreign and home connection ever paid in thrice the time,167,19,Tellson,location
"Dickens, Charles",A Tale of Two Cities,Then the strongrooms underground at Tellsons with such of their valuable stores and secrets as were known to the passenger and it was not a little that he knew about them opened before him and he went in among them with the great keys and the feeblyburning candle and found them safe and strong and sound and still just as he had last seen them,168,19,Tellson,location
"Dickens, Charles",A Tale of Two Cities,You had abandoned all hope of being dug out Long ago,176,66,Hope,location
"Dickens, Charles",A Tale of Two Cities,You know that you are recalled to life They tell me so I hope you care to live I cant say,177,66,Hope,location
"Dickens, Charles",A Tale of Two Cities,Got out at last with earth hanging about his face and hair he would suddenly fan away to dust,185,138,Earth,location
"Dickens, Charles",A Tale of Two Cities,Got out at last with earth hanging about his face and hair he would suddenly fan away to dust,185,207,earth,location
"Dickens, Charles",A Tale of Two Cities,The real Bankinghouse by Temple Bar the real business of the past day the real strong rooms the real express sent after him and the real message returned would all be there,188,43,Bar,location
"Dickens, Charles",A Tale of Two Cities,The real Bankinghouse by Temple Bar the real business of the past day the real strong rooms the real express sent after him and the real message returned would all be there,188,64,King,location
"Dickens, Charles",A Tale of Two Cities,The real Bankinghouse by Temple Bar the real business of the past day the real strong rooms the real express sent after him and the real message returned would all be there,188,109,King,person
"Dickens, Charles",A Tale of Two Cities,The real Bankinghouse by Temple Bar the real business of the past day the real strong rooms the real express sent after him and the real message returned would all be there,188,42,Temple,location
"Dickens, Charles",A Tale of Two Cities,The real Bankinghouse by Temple Bar the real business of the past day the real strong rooms the real express sent after him and the real message returned would all be there,188,20,Temple Bar,location
"Dickens, Charles",A Tale of Two Cities,I hope you care to live I cant say,191,66,Hope,location
"Dickens, Charles",A Tale of Two Cities,You had abandoned all hope of being dug out Long ago,194,66,Hope,location
"Dickens, Charles",A Tale of Two Cities,Though the earth was cold and wet the sky was clear and the sun rose bright placid and beautiful,198,138,Earth,location
"Dickens, Charles",A Tale of Two Cities,Though the earth was cold and wet the sky was clear and the sun rose bright placid and beautiful,198,207,earth,location
"Dickens, Charles",A Tale of Two Cities,Eighteen years said the passenger looking at the sun,199,64,King,location
"Dickens, Charles",A Tale of Two Cities,Eighteen years said the passenger looking at the sun,199,109,King,person
"Dickens, Charles",A Tale of Two Cities,The Preparation When the mail got successfully to Dover in the course of the forenoon the head drawer at the Royal George Hotel opened the coachdoor as his custom was,203,22,Dover,location
"Dickens, Charles",A Tale of Two Cities,The Preparation When the mail got successfully to Dover in the course of the forenoon the head drawer at the Royal George Hotel opened the coachdoor as his custom was,203,24,Dover,person
"Dickens, Charles",A Tale of Two Cities,The Preparation When the mail got successfully to Dover in the course of the forenoon the head drawer at the Royal George Hotel opened the coachdoor as his custom was,203,233,George,person
"Dickens, Charles",A Tale of Two Cities,The Preparation When the mail got successfully to Dover in the course of the forenoon the head drawer at the Royal George Hotel opened the coachdoor as his custom was,203,16,Tom,person
"Dickens, Charles",A Tale of Two Cities,He did it with some flourish of ceremony for a mail journey from London in winter was an achievement to congratulate an adventurous traveller upon,204,8,London,location
"Dickens, Charles",A Tale of Two Cities,Mr Lorry the passenger shaking himself out of it in chains of straw a tangle of shaggy wrapper flapping hat and muddy legs was rather like a larger sort of dog,207,64,King,location
"Dickens, Charles",A Tale of Two Cities,Mr Lorry the passenger shaking himself out of it in chains of straw a tangle of shaggy wrapper flapping hat and muddy legs was rather like a larger sort of dog,207,109,King,person
"Dickens, Charles",A Tale of Two Cities,Mr Lorry the passenger shaking himself out of it in chains of straw a tangle of shaggy wrapper flapping hat and muddy legs was rather like a larger sort of dog,207,117,Lorry,location
"Dickens, Charles",A Tale of Two Cities,Mr Lorry the passenger shaking himself out of it in chains of straw a tangle of shaggy wrapper flapping hat and muddy legs was rather like a larger sort of dog,207,18,Mr Lorry,person
"Dickens, Charles",A Tale of Two Cities,There will be a packet to Calais tomorrow drawer Yes sir if the weather holds and the wind sets tolerable fair,208,16,Tom,person
"Dickens, Charles",A Tale of Two Cities,Bed sir I shall not go to bed till night but I want a bedroom and a barber,210,43,Bar,location
"Dickens, Charles",A Tale of Two Cities,Show Concord,214,23,Concord,location
"Dickens, Charles",A Tale of Two Cities,Gentlemans valise and hot water to Concord,215,23,Concord,location
